,rol,corte,fecha,folio,tramite,descripcion,fecha_ingreso,CLASIFICACION_CORRECTA,CLASIFICACION_NUM
545,26798-2022,San Miguel,10/05/2024,16.0,Resolución,"Atendido el mérito de los antecedentes, por haberse incurrido en una referencia errónea, se rectifica y de conformidad, además, con lo que dispone el artículo 182 del Código de Procedimiento Civil, se rectifica la sentencia de tres de octubre de dos mil veintitrés, escrita en el folio 12, en el sentido que las referencias que se hacen a la abogada “María Fernanda Griñen Correa” y a la recurrente “Claudia Francisca Vergara Vergara”, deben entenderse hechas al abogado “Sergio Fernando Sandoval” y recurrente “Cristopher Kenneth Rodríguez Poblete”, respectivamente. Téngase la presente resolución como parte integrante del fallo antes individualizado.",05/11/2022,Ica Informa,16
547,11486-2024,Concepción,28/08/2024,12.0,Resolución,"Concede Recurso, interconexión",29/04/2024,Concede Apelación,9
550,2221-2024,Valdivia,27/08/2024,6.0,Resolución,"A la presentación de la parte recurrida: A lo principal, Dese Cuenta en la Sala Tramitadora . Al primer y segundo otrosíes, téngase presente y por acompañados los documentos",13/08/2024,Dese Cuenta,11
555,28659-2022,San Miguel,09/05/2024,9.0,Resolución,Agréguese Extraordinariamente a la tabla del 13 de mayo,15/11/2022,Agréguese A Tabla,4
559,1515-2024,Temuco,24/04/2024,9.0,Resolución,Concede ampliación de Plazo por el término de 08 días.,27/03/2024,Ica Amplia Plazo,15
568,,,,,,"Retira el acción, por incumplimiento de plazos administrativos por la isapre.",,Retira,27
570,,,,,,"Se acoge el recurso en todas sus partes no costas, debiendo NMV mantenga las condiciones.",,Acoge,0
579,2323-2024,Valdivia,10/09/2024,3.0,Resolución,"Se declara admisible, 06 días",28/08/2024,Admisibles,3
592,,,,,,Dese cuenta el escrito de la Interviniente,,Dese Cuenta,11
594,39940-2022,Antofagasta,22/03/2023,15.0,Resolución,Concede Recurso factor,08/12/2022,Concede Apelación,9
606,,,,,,Revuelve causa fallada a favor de la parte Testigo,,Fallo/Desestima,13
609,17536-2024,Santiago,30/07/2024,2.0,Resolución,"Se declara admisible, 05 días // Dese Cuenta ONI",26/07/2024,Admisibles,3
620,150387-2022,Valparaíso,13/03/2023,11.0,Resolución,(11.) Estese al merito,05/11/2022,Ica Informa,16
622,16663-2023,Santiago,02/01/2024,3.0,Resolución,Apercibimiento al recurrente dentro de 5 días cumpla lo solicitado,07/12/2023,Apercibe,5
623,2095-2024,Concepción,06/08/2024,15.0,Resolución,Agréguese Extraordinariamente a la tabla del 08 de agosto,11/03/2024,Agréguese A Tabla,4
626,38740-2019,Concepción,29/09/2020,14.0,Resolución,Estese al mérito de autos (RTZ,09/10/2019,Ica Informa,16
627,913-2024,Antofagasta,11/07/2024,11.0,Sentencia,Rechazada sin costas PB,11/04/2024,Rechazada,26
628,22135-2024,Concepción,13/12/2024,5.0,Resolución,"Se declara admisible, 10 días hábiles. NHL ONI.",28/11/2024,Admisibles,3
630,3524-2024,Valparaíso,04/07/2024,11.0,Sentencia,"Acogida con costas, 50.000",22/04/2024,Acoge,0
647,1185-2024,Valdivia,13/09/2024,18.0,Resolución,Certifíquese,06/05/2024,Certifiquese,8
649,,,,,,"Retira el recurso, por aumento injustificado de costos por la isapre.",,Retira,27
650,,,,,,Se informa que la Corte de Apelaciones de Santiago ha fijado los valores en 300.000 UF,,Fija Costas,14
658,352-2024,Temuco,29/08/2024,39.0,Resolución,Téngase presente el informe de cumplimiento //Deja sin efecto Multa,11/03/2024,Multa,22
661,37429-2019,Concepción,14/08/2020,9.0,Sentencia,Acogida (GES). Rechaza incomp.,09/10/2019,Acoge,0
662,,,,,,Inicio de tramitación en el recurso.,,Inicio Tramitación,21
663,10977-2023,Concepción,24/10/2023,15.0,Resolución,"A lo principal: Téngase presente. Al otrosí: Atendido al estado procesal del recurso, no ha lugar.",03/06/2023,Nhl,23
668,543-2024,La Serena,19/04/2024,8.0,Resolución,Concede ONI (PR16),09/04/2024,Oni,24
670,,,,,,La ica ha prescindido de la Rte. por no comparecer.,,Prescinde,25
671,,,,,,"Debido a incumplimiento de plazos administrativos por la isapre, el acción se archiva",,Archivado,6
678,13251-2024,Concepción,03/07/2024,15.0,Resolución,Agréguese Extraordinariamente // ER/Por cumplido lo ordenado,09/05/2024,Agréguese A Tabla,4
684,11640-2022,Valparaíso,24/01/2023,19.0,Resolución,3. Cumplimiento con Citación,10/03/2022,Ica Solicita Diligencia,17
688,1810-2023,Talca,06/11/2023,16.0,Resolución,Incorporar a Tabla,31/10/2023,Agréguese A Tabla,4
690,369-2024,Puerto Montt,26/03/2024,6.0,Resolución,Dese cuenta admsibilidad,25/03/2024,Dese Cuenta,11
700,,,,,,cúmplase/incompetencia,,Cs,10
701,1707-2024,Antofagasta,01/07/2024,2.0,Resolución,Previo a Proveer.,29/06/2024,Ica Solicita Diligencia,17
702,13337-2024,Santiago,15/07/2024,6.0,Resolución,"Se declara admisible, 05 días. // Dese Cuenta ONI",,Admisibles,3
703,20150-2024,Santiago,02/10/2024,3.0,Resolución,"Téngase por interpuesto el recurso de protección en contra del Isapre Nueva Masvida S.A.. Atendido el mérito de los antecedentes del Ingreso Corte N° 18449-2024 de la Corte de Apelaciones de Concepción, se resuelve derechamente: Habiéndose evacuado el informe ordenado, autos en relación. Pasen los autos al señor Presidente para los fines que corresponden.",30/09/2024,Evacua Informe,12
705,127427-2022,Concepción,03/10/2023,13.0,Resolución,Agréguese Extraordinariamente a la tabla del 05 de octubre,15/12/2022,Agréguese A Tabla,4
707,22225-2024,Concepción,03/01/2025,4.0,Resolución,(PBExOct24)Acoge a Tramit(rbf),28/11/2024,Admisibles,3
708,,,,,,"En Santiago, la Corte de Apelaciones establece los valores en 7 UF",,Fija Costas,14
709,1058-2023,Antofagasta,03/05/2023,5.0,Resolución,Interpuesto Recurso de Prot.ge,06/11/2023,Admisibles,3
727,21791-2024,Concepción,05/12/2024,6.0,Resolución,Reposición Rechaza // Cambio código a masivo,25/11/2024,Ica Informa,16
729,,,,,,El recurso es retirado (por falta de información proporcionada por la isapre).,,Retira,27
731,,,,,,Inhabilidad declarada por Don González,,Inhabilidad,20
733,31446-2022,San Miguel,11/01/2023,2.0,Resolución,GES.Interpuesto Recurso de Pro,30/11/2022,Admisibles,3
744,19063-2023,Valparaíso,22/08/2023,16.0,Resolución,"Atendido al mérito de lo resuelto el 21 de agosto, tráigase a la vista la causa 21065-2023. Hecho lo anterior, vuelvan los autos a la sala tramitadora para resolver lo que en derecho corresponda",16/06/2023,Ica Informa,16
745,,,,,,"Por no cumplir con no cumplir lo ordenado por SIS, la multa es de de 1 a 5 UTM.",,Multa,22
746,14221-2023,Valparaíso,30/05/2023,7.0,Resolución,"nmv3. Por Evacuado Informe, en",09/05/2023,Evacua Informe,12
747,30877-2022,San Miguel,10/05/2024,10.0,Resolución,Agréguese Extraordinariamente a la tabla del 14 de mayo,30/11/2022,Agréguese A Tabla,4
748,,,,,,(PBEx25)Plan GESplazo (GC),,Ica Amplia Plazo,15
753,4775-2024,Temuco,27/06/2024,7.0,Resolución,Dese Cuenta en Sala de Turno,14/06/2024,Dese Cuenta,11
770,,,,,,Se notifica Apercb. a la parte Impugnante.,,Apercibe,5
779,,,,,,El acción inicia su tramitación.,,Inicio Tramitación,21
780,3467-2023,Antofagasta,14/08/2023,9.0,Resolución,Agréguese Extraordinariamente a la tabla del jueves 17 de agosto,20/06/2023,Agréguese A Tabla,4
784,13557-2023,Temuco,23/04/2024,13.0,Resolución,Designa redactor Sra. Gutiérre,11/10/2023,Acuerdo,1
785,,,,,,Acumulado a al rol 981-2034,,Acumulación,2
786,1459-2019,Punta Arenas,28/05/2020,34.0,Resolución,evacua traslado 1),04/10/2019,Ica Informa,16
789,13668-2023,Temuco,10/11/2023,7.0,Resolución,Dese Cuenta en Sala 3,26/10/2023,Dese Cuenta,11
796,7734-2022,Concepción,12/04/2022,4.0,Resolución,(TF) ACOGE A TRAMITACION KF,29/03/2022,Admisibles,3
797,,,,,,"Debido a extemporaneidad, el acción se rechazaa con costas al demandado.",,Rechazada,26
800,,,,,,"Debido a por haber emitido opinión pública sobre el caso, el abogado integrante se inhabilita",,Inhabilidad,20
801,,,,,,(GES2026)Rechazada (JQQ)NMV Litis/Rechazada GES2026,,Rechazada,26
802,,,,,,El la presente acción es archivado por falta de información proporcionada por la isapre,,Archivado,6
809,24644-2022,Antofagasta,25/05/2023,16.0,Sentencia,Acogida ges,19/10/2022,Acoge,0
821,588-2024,Chillan,01/07/2024,15.0,Resolución,Previo venga en forma (pyp del rcte),07/05/2024,Certifiquese,8
823,,,,,,al folio 65: nhl lo Ptn. ,,Nhl,23
828,,,,,,Se archiva el recurso debido a falta de información proporcionada por la isapre.,,Archivado,6
835,19936-2023,Concepción,30/11/2023,7.0,Resolución,Concede ampliación de plazo por el término de 05 días hábiles,13/11/2023,Ica Amplia Plazo,15
837,,,,,,"La corte inadmis., la solicitud, error procesal",,Inadmisible/Omite,18
838,19138-2023,Concepción,19/12/2023,14.0,Resolución,Se Pronuncia Incompetencia,24/10/2023,Incompetencia,19
839,8359-2024,Temuco,30/12/2024,9.0,Resolución,Reposición Rechaza,07/12/2024,Nhl,23
845,762-2024,Antofagasta,24/05/2024,7.0,Resolución,"Por Evacuado Informe, en relación",08/04/2024,Evacua Informe,12
848,1233-2019,Punta Arenas,28/03/2024,26.0,Resolución,"Atendido el mérito de los antecedentes, no ha lugar.",01/10/2019,Nhl,23
850,4458-2024,San Miguel,09/09/2024,3.0,Resolución,"Se declara admisible, 05 días // Dese Cuenta ONI Primera Sala",06/09/2024,Admisibles,3
866,,,,,,La demanda fue omte proncunc.a falta de pruebas.,,Inadmisible/Omite,18
874,,,,,,Acum. 410-2040  con 360-2007.,,Acumulación,2
875,,,,,,La petición es inadmisible.a  por no dar cumplimiento a lo solicitado,,Inadmisible/Omite,18
887,,,,,,d cuenta el escrito de la Apelado,,Dese Cuenta,11
888,,,,,,A la ampliación: d. cuenta,,Dese Cuenta,11
902,3242-2024,Concepción,06/05/2024,11.0,Resolución,"A lo principal: Téngase presente lo informado, sin perjuicio del estado de la causa. Al otrosí: A sus antecedentes",21/03/2024,Ica Informa,16
903,,,,,,rectifica Rcrda./oficio,,Ica Solicita Diligencia,17
905,,,,,,La recurso es inadmis.a  incumplimiento de cobertura por parte de la isapre.,,Inadmisible/Omite,18
907,,,,,,"En Puerto Montt, la Corte de Apelaciones establece los valores en 3 dólares",,Fija Costas,14
913,,,,,,Agréguese a la 1ra. Sala (PA,,Agréguese A Tabla,4
917,29768-2021,Valparaíso,10/09/2021,12.0,Resolución,Suspendida,11/06/2021,Ica Informa,16
919,16075-2023,Santiago,05/01/2024,13.0,Sentencia,Acogida especificando 3 puntos,14/11/2023,Acoge,0
923,7936-2023,Temuco,10/04/2024,32.0,Resolución,No ha lugar por ahora,15/06/2023,Nhl,23
925,,,,,,"Debido a incumplimiento de normas de protección al consumidor, se determinó una multa de de 100 a 300 UTM.",,Multa,22
930,8207-2024,Santiago,12/07/2024,9.0,Sentencia,"Se ACOGE, sin costas, la acción constitucional deducida en contra de la Isapre Nueva Masvida S.A., sólo en cuanto, se establece que el ajuste correspondiente al valor en Unidades de Fomento (0,018), incorporado para financiar en parte las prestaciones de salud de las cargas nonatas o menores de dos años de edad que no estén cubiertas a través del régimen de garantías explícitas en salud, debe realizarse por afiliado y no por beneficiarios del plan de salud del recurrente",09/04/2024,Acoge,0
938,,,,,,"Debido a aumento desproporcionado de planes de isapres, se determinó una multa de de 10 a 50 UTM.",,Multa,22
939,163-2024,Copiapó,23/04/2024,16.0,Resolución,Dese Cuenta en Sala,01/04/2024,Dese Cuenta,11
945,1718-2024,Rancagua,19/06/2024,12.0,Resolución,Ev Inf. /Pase a Presidencia,30/05/2024,Evacua Informe,12
947,,,,,,certif. lo solicitado por la CA de Concepción.,,Certifiquese,8
959,1233-2019,Punta Arenas,05/03/2020,20.0,Resolución,Mero Trámite,01/10/2019,Ica Informa,16
963,19998-2024,Santiago,14/11/2024,14.0,Resolución,"Ev. Informe. En Relación // A sus antecedentes, téngase presente a la vista de la causa.",28/09/2024,Evacua Informe,12
965,513-2024,Punta Arenas,18/11/2024,15.0,Resolución,Agréguese extraordinariamente a la tabla del 20 de noviembre.,21/10/2024,Agréguese A Tabla,4
970,11207-2021,Antofagasta,11/03/2024,40.0,Resolución,"A lo principal: Téngase presente lo informado por la Isapre recurrida sobre orden de pago mediante la emisión de vale vista a nombre del recurrente en Banco Santander, por la suma de $110.000, por concepto de costas personales.",13/11/2021,Ica Solicita Diligencia,17
972,11639-2022,Valparaíso,11/03/2022,2.0,Resolución,Interpuesto/Cambio de Código,10/03/2022,Admisibles,3
978,,,,,,Téngase presente el mandato de el ab. recurrente,,Téngase Presente,28
981,,,,,,"La corte omite pronunciamiento sobre, la recurso, falta de pruebas",,Inadmisible/Omite,18
984,,,,,,Retira  el apelación por falta de información proporcionada por la isapre,,Retira,27
992,121-2024,Antofagasta,16/02/2024,9.0,Resolución,Para proveer certifíquese por el Sr. Secretario lo que corresponda,31/01/2024,Certifiquese,8
993,18765-2024,Concepción,11/09/2024,6.0,Resolución,Concede ampliación de plazo por el término de 10 días,28/08/2024,Ica Amplia Plazo,15
996,,,,,,F.14 Rep. Rech/Concede Ap.,,Concede Apelación,9
1001,,,,,,al folio 5: No Ha Lugar lo Solicita ,,Nhl,23
1005,,,,,,Teng. por omite pronunciamiento sobre (la solicitud) negativa de trámite por parte de la isapre.,,Inadmisible/Omite,18
1006,15458-2024,Santiago,19/07/2024,10.0,Resolución,Agréguese extraordinariamente a la tabla del 25 de julio,04/06/2024,Agréguese A Tabla,4
1008,,,,,,Cump omite.,,Cs,10
1011,15137-2024,Santiago,06/06/2024,6.0,Sentencia,Duplicidad,31/05/2024,Ica Informa,16
1014,731-2024,La Serena,05/06/2024,14.0,Resolución,Agréguese Extraor. 07-06,04/05/2024,Agréguese A Tabla,4
1015,11994-2021,Concepción,24/06/2024,32.0,Resolución,"Teniendo presente la naturaleza de la cuestión discutida y las gestiones útiles realizadas, SE RECHAZA, sin costas, la objeción de costas interpuesta en estos autos.",13/10/2021,Rechazada,26
1018,8769-2023,Concepción,01/06/2023,9.0,Resolución,(PB) AER/Fondo PA,08/05/2023,Evacua Informe,12
1020,4126-2023,Antofagasta,13/07/2023,6.0,Resolución,Interpuesto Recurso PB,03/07/2023,Admisibles,3
1021,,,,,,ICA ordena aclarar los hechos relacionados con el incumplimiento de la sentencia para garantizar la transparencia del proceso.,,Ica Solicita Diligencia,17
1022,,,,,,"La petición es inadmis.a, por no dar cumplimiento a lo solicitado.",,Inadmisible/Omite,18
1025,167606-2022,Valparaíso,07/12/2022,5.0,Resolución,(5). Interpuesto Recurso de Pr,30/11/2022,Admisibles,3
1027,1195-2024,Valdivia,12/11/2024,20.0,Resolución,Pídase cuenta a la recurrida acerca del cumplimiento de la sentencia de autos.,06/05/2024,Ica Solicita Diligencia,17
1032,1323-2019,Punta Arenas,28/08/2020,30.0,Resolución,estese a lo actuado,02/10/2019,Ica Informa,16
1033,,,,,,"Apercib. decretado, a falta de respuesta.",,Apercibe,5
1036,3340-2024,San Miguel,16/12/2024,8.0,Resolución,Agréguese Extraordinariamente a la tabla del 18 de diciembre,30/05/2024,Agréguese A Tabla,4
1037,12628-2024,Santiago,19/07/2024,10.0,Resolución,Agréguese Extraordinariamente a la tabla del 22 de julio,09/05/2024,Agréguese A Tabla,4
1039,,,,,,El Apc. se efectúa debido a la inacción de la parte Recurrente.,,Apercibe,5
1041,,,,,,Retira el la presente acción por negativa de trámite por parte de la isapre.,,Retira,27
1043,17344-2023,Concepción,07/12/2023,20.0,Resolución,"Atendido el mérito de los antecedentes, de los cuales aparece que la Isapre recurrida no ha evacuado el informe requerido en estos autos, dentro del plazo fijado, se hace efectivo el apercibimiento allí decretado y, en consecuencia, se prescinde del referido informe. En relación-",05/09/2023,Apercibe,5
1044,1612-2024,Puerto Montt,09/12/2024,9.0,Resolución,NHL reposición,28/11/2024,Nhl,23
1046,,,,,,Se ordena apercibimiento a la parte para que cumpla en plazo Apc..,,Apercibe,5
1047,,,,,,"El apelación se rechazaa con costas al demandante, por no adjuntar los documentos solicitados.",,Rechazada,26
1050,,,,,,Tgse. por cúmplase cs,,Cs,10
1051,1852-2024,Rancagua,02/07/2024,11.0,Resolución,Ev. Informe / Pasen los antecedentes,19/06/2024,Evacua Informe,12
1053,7065-2024,Concepción,17/06/2024,7.0,Resolución,Téngase presente el patrocinio y cuanto al poder venga en forma // Téngase presente la renuncia,09/04/2024,Téngase Presente,28
1054,,,,,,Según lo informado por Fisc. en el folio 98: no h a lugar,,Nhl,23
1056,,,,,,la corte de Iquique de por aceptada la o.n.i.A la resolución del folio 33: aceptada la o.n.i.,,Oni,24
1058,,,,,,Peticiona Infor. Cumpl. Sent. NMV,,Ica Solicita Diligencia,17
1060,4937-2024,Temuco,07/08/2024,10.0,Resolución,Agréguese Extraordinariamente a la tabla del 09 de agosto,28/06/2024,Agréguese A Tabla,4
1061,2065-2024,Antofagasta,28/11/2024,23.0,Resolución,"Como se pide, informe la recurrida Isapre Nueva Mas vida S.A del cumplimiento íntegro de la sentencia de fecha dieciocho de noviembre del año en curso, con citación.",03/10/2024,Ica Solicita Diligencia,17
1073,616-2024,Talca,07/03/2024,4.0,Resolución,"Resolviendo la cuenta decretada: A lo principal, atendido el mérito de los antecedentes, y lo dispuesto en al Auto Acordado de la Excma. Corte Suprema sobre tramitación y fallo del Recurso de Protección, se acoge a tramitación el recurso de protección interpuesto, pídase informe a la recurrida ISAPRE COLMENA GOLDEN CROSS S.A., el que deberá ser evacuado dentro del plazo de 8 días, debiendo remitir todos los antecedentes que obren en su poder sobre el asunto motivo del recurso. Transcríbasele. Al primer otrosí, atendido el mérito de los antecedentes HA LUGAR a la orden de no innovar solicitada. Comuníquese por la vía más expedita.",29/02/2024,Admisibles,3
1078,,,,,,El apelación se rechazaa sin costas por incumplimiento de cobertura por parte de la isapre ,,Rechazada,26
1083,1608-2024,Puerto Montt,02/12/2024,3.0,Resolución,"Previo a proveer hagase coincidir la suma con el cuerpo del escrito, dentro de tercero dia bajo apercibimiento de resolver conforme al mérito de autos. // Dese Cuenta Admisibilidad",28/11/2024,Apercibe,5
1088,,,,,,Téngase presente por cumplida lo Scta. por la corte,,Téngase Presente,28
1093,,,,,,Aplica multa por falta de transparencia en contratos de isapres  es de de 1 a 5 UTM.,,Multa,22
1094,,,,,,(GES2026)DSE/Nhl Rep(LALL),,Nhl,23
1095,,,,,,El acción ha sido rechazao sin costas por extemporaneidad,,Rechazada,26
1096,,,,,,La sanción por aumento desproporcionado de planes de isapres consiste en una multa de de 20 a 200 UTM.,,Multa,22
1099,,,,,,(PR7/TF)Concede Recurso(GC),,Concede Apelación,9
1102,,,,,,F.24 Rep. Rech/Concede Ap.,,Concede Apelación,9
1106,274-2024,Valdivia,06/02/2024,3.0,Resolución,"Se declara admisible, 06 días. Concede ONI.",02/02/2024,Admisibles,3
1114,3096-2024,Valparaíso,01/07/2024,9.0,Resolución,4Agréguese Extraordinariamente a la tabla del 04 de julio,09/04/2024,Agréguese A Tabla,4
1123,1746-2024,La Serena,08/11/2024,6.0,Resolución,"Se delcara admisible, 08 días.",04/11/2024,Admisibles,3
1126,273-2024,Talca,07/03/2024,11.0,Resolución,DCuenta folio 10/Sala Isapre,04/02/2024,Dese Cuenta,11
1129,,,,,,"Por auto acordado de la Corte de Apelaciones de stgo, los valores quedan en 500.000 pesos ",,Fija Costas,14
1134,2530-2024,Temuco,05/04/2024,3.0,Resolución,Dese Cuenta Admisibilidad/ONI,05/04/2024,Dese Cuenta,11
1136,7971-2024,Temuco,12/12/2024,8.0,Resolución,Mérito de autos,28/11/2024,Ica Informa,16
1141,,,,,,"El ab. int se declara inhábil, por tener interés directo en el resultado del proceso",,Inhabilidad,20
